city,total_customers,total_revenue,avg_spending
campos gerais,4,571.1700000000001,142.79250000000002
campos novos,14,2438.38,174.17000000000002
campos sales,4,1853.7800000000002,463.44500000000005
campos verdes,1,413.04,413.04
camutanga,3,385.34000000000003,128.4466666666667
canaa,1,69.54,69.54
canaa dos carajas,9,1991.3600000000001,221.26222222222225
cananeia,8,838.8900000000001,104.86125000000001
canapi,1,377.32,377.32
canapolis,5,799.99,159.998
canarana,11,1646.67,149.69727272727275
canavieiras,6,1017.29,169.54833333333332
candeal,1,176.65,176.65
candeias,19,2953.63,155.4542105263158
candeias do jamari,1,338.74,338.74
candelaria,4,673.1,168.275
candido de abreu,4,439.92,109.98
candido godoi,1,1005.8399999999999,1005.8399999999999
candido mendes,1,316.58000000000004,316.58000000000004
candido mota,16,1824.1000000000001,114.00625000000001
candido rodrigues,2,309.5,154.75
candido sales,3,472.5199999999999,157.50666666666663
candiota,4,899.5999999999999,224.89999999999998
candoi,1,79.5,79.5
canela,17,2798.26,164.60352941176473
canelinha,4,1012.72,253.18
cangucu,11,1640.87,149.17
canhotinho,2,430.49,215.245
caninde,6,814.2,135.70000000000002
caninde de sao francisco,2,359.83,179.915
canitar,2,317.91999999999996,158.95999999999998
canoas,197,34339.61,174.31274111675128
canoinhas,27,5291.02,195.96370370370371
cansancao,5,1349.45,269.89
cantagalo,19,3149.29,165.7521052631579
cantanhede,1,735.85,735.85
canto do buriti,1,674.83,674.83
canudos,1,232.89000000000001,232.89000000000001
capanema,11,1781.26,161.93272727272728
capao bonito,23,6040.4400000000005,262.62782608695653
capao da canoa,38,5629.08,148.13368421052633
capao da porteira,2,215.13,107.565
capao do cipo,3,400.99,133.66333333333333
capao do leao,4,1254.66,313.665
caparao,1,64.42,64.42
capela,2,1694.2899999999997,847.1449999999999
capela de santana,2,417.53000000000003,208.76500000000001
capela do alto,3,1004.25,334.75
capela do alto alegre,1,56.78,56.78
capela nova,1,121.27,121.27
capelinha,19,2968.12,156.21684210526314
capetinga,2,239.37,119.685
capim branco,1,374.34,374.34
capim grosso,5,660.78,132.156
capinopolis,11,1277.95,116.17727272727274
capinzal,10,1469.23,146.923
capinzal do norte,2,460.6,230.3
capistrano,1,72.16,72.16
capitao,1,146.5,146.5
capitao andrade,1,199.0,199.0
capitao eneas,1,98.84,98.84
capitao leonidas marques,5,512.09,102.418
capitao poco,3,540.89,180.29666666666665
capitolio,5,590.12,118.024
capivari,32,5410.66,169.083125
capivari de baixo,5,1028.73,205.746
capivari do sul,1,197.95,197.95
capoeiras,1,190.53,190.53
caputira,2,590.6600000000001,295.33000000000004
caracol,1,111.1,111.1
caraguatatuba,82,13505.11,164.69646341463417
carai,6,626.69,104.44833333333334
caraiba,2,487.15,243.575
caraibas,1,249.8,249.8
carajas,4,646.5600000000001,161.64000000000001
carambei,3,456.25,152.08333333333334
carandai,11,1386.44,126.04
carangola,24,4942.41,205.93375
carapebus,5,786.52,157.304
carapicuiba,309,39065.87,126.42676375404531
caratinga,61,11857.49,194.38508196721313
caraubas,3,1246.76,415.58666666666664
caravelas,3,466.78,155.59333333333333
carazinho,23,2466.74,107.2495652173913
carbonita,3,1505.0000000000002,501.66666666666674
cardoso,6,1095.32,182.5533333333333
cardoso moreira,6,616.88,102.81333333333333
careacu,2,169.58999999999997,84.79499999999999
cariacica,132,20291.57,153.72401515151515
caridade,1,99.9,99.9
carinhanha,2,451.5,225.75
carire,3,236.28,78.76
cariri do tocantins,2,354.26,177.13
caririacu,2,519.14,259.57
carius,3,618.6899999999999,206.23
carlinda,2,245.67000000000002,122.83500000000001
carlopolis,6,901.18,150.19666666666666
carlos barbosa,19,3015.42,158.70631578947368
carlos chagas,2,157.37,78.685
carmesia,1,280.63,280.63
carmo,12,1742.8600000000001,145.23833333333334
carmo da cachoeira,4,370.64,92.66
carmo da mata,6,578.61,96.435
carmo de minas,3,699.53,233.17666666666665
carmo do cajuru,10,1932.42,193.24200000000002
carmo do paranaiba,16,4652.95,290.809375
carmo do rio claro,8,2669.33,333.66625
carmo do rio verde,2,206.32,103.16
carmolandia,1,167.45,167.45
carmopolis,2,163.45,81.725
carmopolis de minas,5,1756.7199999999998,351.34399999999994
carnaiba do sertao,1,99.1,99.1
carnauba dos dantas,1,168.45000000000002,168.45000000000002
carnaubais,2,429.65000000000003,214.82500000000002
carnaubal,2,265.88,132.94
carneirinho,3,345.03,115.00999999999999
carolina,2,500.69,250.345
carpina,10,2600.23,260.023
carrancas,3,180.62,60.20666666666667
caruaru,63,12471.01,197.95253968253968
carutapera,2,251.23000000000002,125.61500000000001
carvalhopolis,3,308.84,102.94666666666666
casa branca,13,1492.88,114.83692307692309
casa nova,5,1491.52,298.304
casca,7,1628.94,232.7057142857143
cascalho rico,1,85.92,85.92
cascavel,149,28976.64,194.47409395973153
caseiros,1,152.66,152.66
casimiro de abreu,19,4249.88,223.67789473684212
cassia,6,364.41,60.73500000000001
cassia dos coqueiros,1,90.17,90.17
cassilandia,5,1677.5900000000001,335.51800000000003
castanhal,21,4500.22,214.29619047619047
castanheira,3,189.39,63.129999999999995
castanheiras,1,80.8,80.8
castelandia,4,1009.93,252.4825
castelo,17,2131.87,125.40411764705881
castelo do piaui,2,577.6700000000001,288.83500000000004
castilho,10,3043.6,304.36
castro,22,4347.65,197.62045454545452
castro alves,2,101.76,50.88
cataguases,31,5668.7300000000005,182.86225806451614
catalao,30,7935.2,264.50666666666666
catanduva,68,11756.77,172.89367647058825
catanduvas,6,834.99,139.165
catarina,3,295.29,98.43
catas altas,5,1160.35,232.07
catende,7,1941.6799999999998,277.3828571428571
catigua,6,788.52,131.42
catole do rocha,6,4066.6900000000005,677.7816666666668
catu,10,1763.24,176.324
catu de abrantes,2,1295.8600000000001,647.9300000000001
catuipe,4,655.72,163.93
caturama,1,40.79,40.79
caucaia,35,7092.72,202.64914285714286
cavalcante,2,228.07,114.035
caxambu,16,2161.84,135.115
caxambu do sul,1,34.6,34.6
caxias,16,2604.15,162.759375
caxias do sul,210,44439.88,211.61847619047617
caxingo,1,53.84,53.84
ceara-mirim,2,351.02,175.51
cedral,9,1956.8700000000001,217.43
cedro,1,356.11,356.11
cedro de sao joao,3,2235.98,745.3266666666667
cedro do abaete,1,58.09,58.09
ceilandia,1,68.84,68.84
celina,2,208.23,104.115
celso ramos,2,1440.94,720.47
centenario,1,162.47,162.47
centenario do sul,4,465.35,116.3375
central,1,142.89,142.89
central de santa helena,1,158.76,158.76
centralina,1,45.089999999999996,45.089999999999996
centro novo do maranhao,1,352.81,352.81
cerejeiras,1,161.23,161.23
ceres,7,2116.38,302.34000000000003
cerqueira cesar,17,5797.0,341.0
cerquilho,27,4237.27,156.93592592592594
cerrito,1,77.57,77.57
cerro azul,3,337.38,112.46
cerro grande,1,68.02,68.02
cerro grande do sul,2,222.36,111.18
cerro largo,7,907.81,129.68714285714285
cerro negro,1,153.32,153.32
cesario lange,12,2582.15,215.17916666666667
ceu azul,7,525.29,75.04142857142857
cezarina,1,31.72,31.72
cha de alegria,1,108.94999999999999,108.94999999999999
cha grande,1,186.48999999999998,186.48999999999998
chacara,2,226.28,113.14
chale,2,156.22,78.11
chapada,4,1545.3300000000002,386.33250000000004
chapada do norte,2,411.86999999999995,205.93499999999997
chapada dos guimaraes,4,854.78,213.695
chapada gaucha,4,528.01,132.0025
chapadao do ceu,7,1482.16,211.73714285714286
chapadao do lageado,1,321.90000000000003,321.90000000000003
chapadao do sul,14,1913.4099999999999,136.67214285714286
chapadinha,3,287.06,95.68666666666667
chapeco,97,20086.49,207.07721649484537
charqueada,10,1290.88,129.08800000000002
charqueadas,16,2258.33,141.145625
charrua,1,141.63,141.63
chaval,1,179.45,179.45
chavantes,12,1154.14,96.17833333333334
chaveslandia,2,277.51,138.755
chiapetta,1,148.15,148.15
chopinzinho,4,211.14,52.785
chorozinho,1,398.42,398.42
chorrocho,1,73.18,73.18
chui,4,1321.17,330.2925
cianorte,37,6256.29,169.08891891891892
cicero dantas,8,6880.210000000001,860.0262500000001
cidade gaucha,5,950.1,190.02
cidade ocidental,8,876.57,109.57125
cidelandia,1,528.8,528.8
cidreira,5,769.02,153.804
cipo,1,230.12,230.12
cipo-guacu,1,78.71,78.71
ciriaco,1,252.74,252.74
claraval,1,197.04,197.04
claro dos pocoes,1,123.67999999999999,123.67999999999999
claudia,4,418.38,104.595
claudio,18,4581.22,254.51222222222225
clementina,4,472.98,118.245
clevelandia,3,218.19,72.73
coaraci,4,1468.1200000000001,367.03000000000003
coari,1,1259.0400000000002,1259.0400000000002
cocais,1,281.3,281.3
cocal,7,1151.91,164.55857142857144
cocal do sul,4,2182.2400000000002,545.5600000000001
cocalinho,4,576.56,144.14
cocalzinho de goias,1,203.08,203.08
cocos,1,73.27000000000001,73.27000000000001
codo,7,2943.12,420.44571428571425
coelho neto,2,766.15,383.075
coimbra,1,55.01,55.01
coite do noia,1,111.01,111.01
colatina,61,9418.35,154.39918032786886
colider,8,2943.95,367.99375
colina,8,972.79,121.59875
colinas,4,1311.49,327.8725
colinas do tocantins,3,643.0799999999999,214.35999999999999
colmeia,2,180.69,90.345
colniza,3,875.49,291.83
colombia,5,457.24,91.44800000000001
colombo,57,10013.65,175.6780701754386
colonia castrolanda,3,1041.71,347.2366666666667
colonia jordaozinho,2,1071.03,535.515
colonia leopoldina,2,531.85,265.925
colonia vitoria,5,406.44000000000005,81.28800000000001
colorado,9,1405.65,156.18333333333334
colorado do oeste,3,334.64,111.54666666666667
coluna,3,344.56,114.85333333333334
combinado,1,54.629999999999995,54.629999999999995
comendador levy gasparian,7,746.56,106.65142857142857
comercinho,1,144.65,144.65
comodoro,6,2868.91,478.15166666666664
conceicao,2,175.24,87.62
conceicao da aparecida,5,1063.65,212.73000000000002
conceicao da barra,3,398.59,132.86333333333332
conceicao da feira,2,802.95,401.475
conceicao da ibitipoca,1,55.09,55.09
conceicao das alagoas,3,1641.4,547.1333333333333
conceicao das pedras,4,412.05,103.0125
conceicao de macabu,12,1970.24,164.18666666666667
conceicao do almeida,1,120.14,120.14
conceicao do araguaia,7,1494.6,213.5142857142857
conceicao do caninde,1,181.81,181.81
conceicao do castelo,5,658.0,131.6
conceicao do coite,9,1307.04,145.22666666666666
conceicao do formoso,1,215.24,215.24
conceicao do jacuipe,3,247.07999999999998,82.36
conceicao do mato dentro,12,1606.34,133.86166666666665
conceicao do para,3,749.5500000000001,249.85000000000002
conceicao do rio verde,5,970.15,194.03
conceicao do tocantins,3,433.96999999999997,144.65666666666667
conceicao dos ouros,4,714.92,178.73
conchal,18,2769.7,153.8722222222222
conchas,7,1856.96,265.28000000000003
concordia,46,7449.04,161.93565217391304
concordia do para,3,1120.9,373.6333333333334
condado,4,1071.1100000000001,267.77750000000003
conde,2,881.52,440.76
condeuba,1,73.83,73.83
condor,4,301.46999999999997,75.36749999999999
confins,1,444.25,444.25
confresa,7,1371.6200000000001,195.9457142857143
congonhal,4,568.19,142.0475
congonhas,30,3618.83,120.62766666666667
congonhinhas,2,338.86,169.43
conquista,5,916.5,183.3
conquista d'oeste,1,154.04,154.04
conrado,1,126.12,126.12
conselheiro lafaiete,81,10917.0,134.77777777777777
conselheiro mairinck,1,81.55,81.55
conselheiro pena,14,2884.81,206.05785714285713
conservatoria,4,997.1700000000001,249.29250000000002
constantina,1,348.77,348.77
contagem,406,59292.2,146.0399014778325
contenda,1,104.61000000000001,104.61000000000001
coqueiro baixo,2,121.75999999999999,60.879999999999995
coqueiros do sul,1,49.06,49.06
coracao de jesus,3,173.38,57.79333333333333
coracao de maria,1,306.06,306.06
corbelia,3,785.2199999999999,261.73999999999995
cordeiro,24,3098.43,129.10125
cordeiropolis,15,1597.09,106.47266666666665
cordeiros,1,363.64,363.64
coreau,1,54.81,54.81
coremas,3,367.59,122.52999999999999
corguinho,1,525.3399999999999,525.3399999999999
coribe,6,1116.04,186.00666666666666
corinto,10,1685.8600000000001,168.586
cornelio procopio,24,2705.58,112.7325
coroaci,2,374.99,187.495
coroados,2,239.34,119.67
coroata,8,1802.02,225.2525
coromandel,22,4949.77,224.98954545454546
coronel domingos soares,1,106.87,106.87
coronel fabriciano,40,5128.43,128.21075000000002
coronel freitas,1,98.64999999999999,98.64999999999999
coronel joao pessoa,1,124.33000000000001,124.33000000000001
coronel joao sa,3,689.71,229.90333333333334
coronel macedo,2,118.25,59.125
coronel martins,1,304.28,304.28
coronel murta,1,255.84,255.84
coronel pacheco,1,99.9,99.9
coronel sapucaia,1,106.23,106.23
coronel vivida,11,1058.59,96.23545454545454
corrego danta,1,57.62,57.62
corrego do ouro,1,45.01,45.01
corrego fundo,1,144.65,144.65
correia pinto,8,3669.24,458.655
corrente,4,1831.1399999999999,457.78499999999997
correntes,1,221.59,221.59
correntina,2,188.11,94.055
cortes,2,305.32000000000005,152.66000000000003
corumba,27,5627.08,208.41037037037037
corumba de goias,2,163.28,81.64
corumbaiba,4,256.47,64.1175
corumbatai,2,74.13,37.065
corumbatai do sul,1,45.78,45.78
corupa,4,568.4300000000001,142.10750000000002
coruripe,3,1359.09,453.03
cosmopolis,48,8295.2,172.8166666666667
cosmorama,6,1091.55,181.92499999999998
costa marques,2,1658.28,829.14
costa rica,11,1383.8300000000002,125.80272727272728
cotegipe,1,103.14999999999999,103.14999999999999
cotia,236,35885.7,152.05805084745762
cotipora,1,127.53,127.53
cotriguacu,2,220.48,110.24
couto de magalhaes,2,242.63,121.315
coxilha,2,191.5,95.75
coxim,11,1854.6200000000001,168.6018181818182
crateus,9,2779.4,308.82222222222225
crato,18,3847.13,213.72944444444445
cravinhos,23,3102.6,134.89565217391305
cravolandia,1,187.83,187.83
criciuma,91,16244.33,178.50912087912087
crisolita,2,134.24,67.12
crisopolis,3,242.61,80.87
crissiumal,2,1671.3000000000002,835.6500000000001
cristais,3,249.61,83.20333333333333
cristais paulista,4,600.6400000000001,150.16000000000003
cristal,3,631.04,210.34666666666666
cristalandia,3,1067.93,355.9766666666667
cristalia,3,517.31,172.43666666666664
cristalina,8,2275.49,284.43625
cristiano otoni,2,279.38,139.69
cristina,7,1168.74,166.96285714285713
cristinapolis,1,145.37,145.37
cristopolis,2,113.94999999999999,56.974999999999994
crixas,7,1366.88,195.26857142857145
croata,1,87.8,87.8
crominia,1,61.0,61.0
crucilandia,1,30.47,30.47
cruz,7,1772.5500000000002,253.2214285714286
cruz alta,29,3760.05,129.65689655172415
cruz das almas,17,2654.79,156.16411764705882
cruz machado,3,523.23,174.41
cruzalia,3,348.25,116.08333333333333
cruzeiro,54,7639.8099999999995,141.47796296296295
cruzeiro da fortaleza,2,144.3,72.15
cruzeiro do iguacu,1,148.15,148.15
cruzeiro do oeste,7,982.5,140.35714285714286
cruzeiro do sul,6,3510.34,585.0566666666667
cruzilia,4,447.26,111.815
cubatao,76,8562.87,112.66934210526317
cubati,2,187.59,93.795
cuiaba,237,47904.19,202.12738396624474
cuite,3,796.51,265.50333333333333
cuite velho,1,35.089999999999996,35.089999999999996
cujubim,1,132.94,132.94
cumari,2,229.51,114.755
cumaru,2,399.98,199.99
cunha,14,3118.0,222.71428571428572
cunha pora,4,1259.87,314.9675
cupira,1,65.53,65.53
curaca,3,542.24,180.74666666666667
curitiba,1434,253321.91,176.65405160390517
curitibanos,20,3469.8,173.49
curiuva,4,364.52,91.13
currais novos,7,1720.3400000000001,245.76285714285717
curral de cima,1,199.0,199.0
curralinho,1,355.29,355.29
curuca,2,926.94,463.47
cururupu,3,754.67,251.55666666666664
curvelandia,1,243.78,243.78
curvelo,40,7537.56,188.43900000000002
custodia,5,752.1700000000001,150.43400000000003
damianopolis,2,63.839999999999996,31.919999999999998
dario meira,2,225.26,112.63
datas,1,920.94,920.94
david canabarro,2,222.77,111.385
delfim moreira,1,39.37,39.37
delfinopolis,3,318.02,106.00666666666666
delmiro gouveia,4,1353.71,338.4275
demerval lobao,1,40.379999999999995,40.379999999999995
denise,2,566.63,283.315
deodapolis,2,111.21000000000001,55.605000000000004
deputado irapuan pinheiro,2,239.0,119.5
descalvado,13,1439.57,110.73615384615384
descoberto,3,264.02000000000004,88.00666666666667
desembargador otoni,1,196.02,196.02
desterro,1,639.98,639.98
desterro de entre rios,1,58.28,58.28
desterro do melo,1,35.86,35.86
dezesseis de novembro,1,102.75,102.75
diadema,265,36968.79,139.5048679245283
diamante d'oeste,1,307.69,307.69
diamante do norte,5,515.27,103.054
diamantina,27,2907.9300000000003,107.70111111111112
diamantino,4,1041.6399999999999,260.40999999999997
dianopolis,7,1165.41,166.48714285714286
dias d avila,1,61.79,61.79
dias d'avila,22,3560.1,161.82272727272726
diogo de vasconcelos,2,244.70999999999998,122.35499999999999
dionisio,2,154.42000000000002,77.21000000000001
dionisio cerqueira,3,500.53999999999996,166.84666666666666
diorama,1,533.84,533.84
divinesia,1,333.51,333.51
divino,13,1466.16,112.78153846153847
divino das laranjeiras,1,51.099999999999994,51.099999999999994
divino de sao lourenco,1,149.16,149.16
divinolandia,7,1482.9,211.84285714285716
divinolandia de minas,5,312.82,62.564
divinopolis,131,38712.75,295.5171755725191
divinopolis de goias,1,94.3,94.3
divinopolis do tocantins,1,139.26999999999998,139.26999999999998
divisa alegre,2,232.35000000000002,116.17500000000001
divisa nova,1,788.71,788.71
dobrada,2,508.9,254.45
doce grande,1,67.72,67.72
dois corregos,11,1402.59,127.50818181818181
dois irmaos,17,3847.42,226.31882352941176
dois irmaos do buriti,3,890.15,296.71666666666664
dois riachos,1,152.25,152.25
dois vizinhos,25,3133.01,125.3204
dom aquino,3,520.36,173.45333333333335
dom basilio,3,172.70999999999998,57.56999999999999
dom cavati,1,93.08,93.08
dom eliseu,5,515.08,103.016
dom feliciano,5,635.95,127.19000000000001
dom joaquim,1,163.38,163.38
dom macedo costa,1,82.83,82.83
dom pedrito,10,1708.09,170.809
dom pedro,3,438.68,146.22666666666666
dom silverio,4,484.12,121.03
dom vicoso,2,313.8,156.9
domiciano ribeiro,2,149.38,74.69
domingos martins,8,1786.32,223.29
dona emma,1,47.81,47.81
dona euzebia,2,354.93999999999994,177.46999999999997
dona francisca,2,340.15,170.075
dores de campos,8,1464.19,183.02375
dores do indaia,6,1312.98,218.83
dores do rio preto,4,526.33,131.5825
dormentes,2,1067.73,533.865
douradina,1,118.65,118.65
dourado,9,1316.93,146.32555555555555
dourados,58,12242.02,211.06931034482758
doutor camargo,1,230.63,230.63
doutor ulysses,1,158.61,158.61
doverlandia,2,311.87,155.935
dracena,27,5186.39,192.08851851851853
duartina,9,2145.23,238.35888888888888
duas barras,1,36.95,36.95
duere,1,158.77,158.77
dumont,3,336.92,112.30666666666667
duque de caxias,247,40548.15,164.16255060728744
durande,2,146.19,73.095
echapora,2,847.25,423.625
ecoporanga,8,1145.83,143.22875
edeia,4,560.9100000000001,140.22750000000002
eldorado,6,666.35,111.05833333333334
eldorado do sul,13,2686.2400000000002,206.63384615384618
elias fausto,5,481.48,96.296
eliseu martins,3,403.06,134.35333333333332
elisiario,1,64.1,64.1
elisio medrado,2,118.75,59.375
eloi mendes,10,2077.95,207.795
embauba,1,414.81,414.81
embu,10,2229.2400000000002,222.92400000000004
embu das artes,154,24026.23,156.01448051948051
embu-guacu,45,7167.12,159.26933333333332
emilianopolis,1,396.98,396.98
encantado,11,3196.4500000000003,290.58636363636367
encruzilhada do sul,8,1142.5900000000001,142.82375000000002
eneas marques,4,237.14999999999998,59.287499999999994
engenheiro balduino,1,205.54,205.54
engenheiro coelho,12,1186.47,98.8725
engenheiro navarro,1,2106.55,2106.55
engenheiro passos,2,291.24,145.62
engenheiro paulo de frontin,6,590.89,98.48166666666667
entre folhas,1,106.07,106.07
entre rios,6,1241.52,206.92
entre rios de minas,6,1968.01,328.00166666666667
entre rios do oeste,3,148.57999999999998,49.526666666666664
entre-ijuis,3,552.52,184.17333333333332
epitaciolandia,1,139.52,139.52
erebango,1,139.42,139.42
erechim,52,8715.56,167.60692307692307
erere,1,226.23,226.23
erico cardoso,1,24.88,24.88
erval grande,1,865.48,865.48
ervalia,7,1230.45,175.77857142857144
escada,10,3689.95,368.995
esmeralda,1,160.76,160.76
esmeraldas,14,2043.24,145.94571428571427
espera feliz,18,4117.42,228.74555555555557
esperanca,6,2108.09,351.34833333333336
esperantina,5,692.04,138.408
esperantinopolis,3,771.4100000000001,257.1366666666667
espigao,2,100.52,50.26
espigao alto do iguacu,2,209.32,104.66
espigao do oeste,6,951.1700000000001,158.52833333333334
espinosa,6,2947.44,491.24
espirito santo do pinhal,18,2464.28,136.90444444444447
espirito santo do turvo,2,268.84000000000003,134.42000000000002
esplanada,5,1808.34,361.668
espumoso,7,1533.7,219.1
estacao,5,815.22,163.044
estancia,9,3157.95,350.8833333333333
estancia velha,19,3774.28,198.6463157894737
esteio,39,6986.45,179.13974358974357
estevao de araujo,1,32.43,32.43
estiva,1,29.130000000000003,29.130000000000003
estiva gerbi,5,1891.94,378.38800000000003
estreito,3,427.65000000000003,142.55
estrela,15,2460.42,164.028
estrela d oeste,1,156.33,156.33
estrela d'oeste,1,257.45,257.45
estrela do indaia,2,147.5,73.75
estrela do norte,3,210.76999999999998,70.25666666666666
estrela do sul,1,105.28,105.28
estrela velha,1,30.0,30.0
euclides da cunha,5,625.62,125.124
euclides da cunha paulista,1,372.78,372.78
eugenio de castro,1,111.76,111.76
eugenopolis,5,1071.3899999999999,214.27799999999996
eunapolis,35,7937.29,226.77971428571428
eusebio,13,2707.56,208.27384615384614
ewbank da camara,1,98.16,98.16
extrema,38,7452.599999999999,196.12105263157892
extremoz,2,160.14,80.07
fagundes,1,220.74,220.74
farol,1,152.72,152.72
farroupilha,27,3757.49,139.16629629629628
fartura,10,2106.41,210.641
fatima,3,617.92,205.97333333333333
fatima do sul,4,1536.8600000000001,384.21500000000003
faxinal,9,995.73,110.63666666666667
faxinal dos guedes,11,1948.77,177.1609090909091
faxinalzinho,1,35.95,35.95
fazenda nova,4,407.77,101.9425
fazenda rio grande,28,5379.39,192.12107142857144
fazenda vilanova,2,192.21,96.105
feira de santana,173,36736.16,212.3477456647399
feira nova,4,897.7,224.425
felicio dos santos,1,191.58,191.58
felipe guerra,1,157.64999999999998,157.64999999999998
felisburgo,1,123.47,123.47
felixlandia,1,90.28,90.28
feliz,14,2947.8500000000004,210.5607142857143
feliz deserto,2,423.75,211.875
feliz natal,1,279.38,279.38
fenix,1,67.92,67.92
fernando prestes,6,696.58,116.09666666666668
fernandopolis,52,8366.44,160.89307692307693
fernao,1,40.85,40.85
ferraz de vasconcelos,105,20361.74,193.92133333333334
ferreiros,1,133.94,133.94
ferros,2,147.36,73.68
fervedouro,8,1128.6100000000001,141.07625000000002
figueira,4,1012.8699999999999,253.21749999999997
figueiropolis d'oeste,2,114.42,57.21
filadelfia,1,99.16000000000001,99.16000000000001
firminopolis,5,1909.16,381.832
flor da serra do sul,2,232.06,116.03
flora rica,1,237.26,237.26
florai,2,422.95,211.475
florania,1,60.34,60.34
floreal,2,225.0,112.5
flores,2,467.40999999999997,233.70499999999998
flores da cunha,12,1732.5700000000002,144.38083333333336
flores de goias,1,43.22,43.22
floresta,10,1723.52,172.352
floresta do araguaia,1,186.79000000000002,186.79000000000002
florestal,3,382.46999999999997,127.49
florestopolis,3,575.77,191.92333333333332
floriano,17,3428.85,201.6970588235294
florianopolis,535,104056.49,194.49811214953272
florida,1,86.15,86.15
florida paulista,4,416.53,104.1325
florinia,1,57.61,57.61
fonseca,1,107.53,107.53
fontoura xavier,1,214.16,214.16
formiga,32,5033.34,157.291875
formigueiro,2,311.27,155.635
formosa,34,6124.12,180.12117647058824
formosa da serra negra,1,155.5,155.5
formosa do oeste,1,86.15,86.15
formosa do rio preto,3,1628.16,542.72
formoso,3,929.0300000000001,309.6766666666667
formoso do araguaia,3,502.09000000000003,167.36333333333334
forquilha,4,477.45000000000005,119.36250000000001
forquilhinha,12,1701.25,141.77083333333334
fortaleza,609,115269.94,189.27740558292282
fortaleza dos valos,1,119.95,119.95
fortim,1,205.53,205.53
fortuna,3,661.92,220.64
foz do iguacu,84,15139.89,180.2367857142857
foz do jordao,1,64.1,64.1
fragosos,1,115.89999999999999,115.89999999999999
fraiburgo,13,2338.54,179.8876923076923
franca,153,26140.56,170.85333333333335
francisco badaro,3,435.80999999999995,145.26999999999998
francisco beltrao,49,8606.14,175.6355102040816
francisco dantas,1,224.78,224.78
francisco dumont,2,141.87,70.935
francisco morato,89,11643.12,130.82157303370786
francisco sa,3,599.75,199.91666666666666
francisco santos,1,41.7,41.7
franco da rocha,103,12541.87,121.76572815533981
frecheirinha,2,213.71,106.855
frederico westphalen,14,1319.8899999999999,94.27785714285713
frei gaspar,1,89.19,89.19
frei inocencio,5,733.8900000000001,146.77800000000002
frei lagonegro,1,260.34000000000003,260.34000000000003
frei martinho,2,393.21000000000004,196.60500000000002
frei rogerio,1,121.09,121.09
fronteira,6,1079.53,179.92166666666665
fronteiras,3,1408.8400000000001,469.6133333333334
fruta de leite,2,212.16,106.08
frutal,24,3923.15,163.46458333333334
frutuoso gomes,1,115.87,115.87
fundao,4,437.33,109.3325
gabriel monteiro,1,48.72,48.72
galia,1,217.64,217.64
galinhos,1,275.48,275.48
galvao,1,78.02,78.02
gameleira,4,1827.12,456.78
gameleiras,3,529.9399999999999,176.64666666666665
gandu,4,507.45,126.8625
garanhuns,24,10553.54,439.73083333333335
garca,27,3468.69,128.47
garibaldi,9,1216.25,135.13888888888889
garopaba,20,5679.09,283.9545
garrafao do norte,3,762.0,254.0
garruchos,1,79.03999999999999,79.03999999999999
garuva,5,1647.66,329.53200000000004
gaspar,28,11810.97,421.8203571428571
gastao vidigal,3,283.72,94.57333333333334
gaucha do norte,2,214.94,107.47
gaurama,3,356.61,118.87
gaviao peixoto,2,142.04000000000002,71.02000000000001
general camara,1,106.87,106.87
general carneiro,5,498.52,99.704
general maynard,1,217.85,217.85
general salgado,6,587.2800000000001,97.88000000000001
gentio do ouro,1,121.1,121.1
getulina,2,131.02,65.51
getulio vargas,8,919.94,114.9925
gilbues,1,356.51,356.51
girau do ponciano,1,74.05,74.05
girua,9,2189.6,243.2888888888889
glaura,1,89.36000000000001,89.36000000000001
glicerio,4,847.1300000000001,211.78250000000003
gloria de dourados,1,76.0,76.0
gloria do goita,2,587.92,293.96
glorinha,2,283.3,141.65
godoy moreira,1,1101.83,1101.83
goiabeira,2,302.27,151.135
goiana,11,1063.95,96.72272727272728
goianapolis,4,1224.04,306.01
goiandira,1,113.13000000000001,113.13000000000001
goianesia,17,2516.58,148.03411764705882
goianesia do para,3,964.71,321.57
goiania,641,119336.21,186.1719344773791
goianinha,3,454.71000000000004,151.57000000000002
goianira,8,1057.77,132.22125
goianorte,2,229.5,114.75
goias,8,1236.73,154.59125
goiatuba,10,2648.12,264.812
goioere,11,2191.0099999999998,199.18272727272725
goitacazes,11,1388.24,126.20363636363636
goncalves,3,405.07000000000005,135.02333333333334
goncalves dias,1,99.25,99.25
gongogi,1,52.129999999999995,52.129999999999995
gouveia,4,1167.23,291.8075
governador celso ramos,3,463.36,154.45333333333335
governador dix-sept rosado,1,194.82,194.82
governador eugenio barros,1,417.45,417.45
governador lindenberg,2,136.28,68.14
governador mangabeira,1,116.26,116.26
governador portela,4,430.01,107.5025
governador valadares,133,22950.44,172.5596992481203
graccho cardoso,1,723.72,723.72
grajau,4,1122.27,280.5675
gramado,29,3750.71,129.3348275862069
gramado dos loureiros,1,237.54000000000002,237.54000000000002
gramado xavier,1,68.97,68.97
grandes rios,2,157.75,78.875
granja,5,700.3,140.06
grao mogol,3,999.3,333.09999999999997
grao para,3,269.93,89.97666666666667
gravata,10,2243.96,224.39600000000002
gravatai,107,22523.62,210.50112149532708
gravatal,6,1418.28,236.38
groairas,1,178.5,178.5
grupiara,1,148.94,148.94
